post,target_minority,label
I cannot be worried 'bout no bitchCause I know a bitch could be somewhere sucking a dick ayeeee,women,5
I come a city where niggas will hate on you for anything,black,2
I did some graffiti on one of the walls of the abortion clinic. No Children Allowed,women,5
I didn't know that such a dark girl could be pretty.,black,2
"I disagree you can never justify race mixing Some of them girls may have been brainwashed by media , also you are condemning their kids and furture generations of kids to a non white future .",black,2
"I do n't watch any movie that is made for blacks or has a black in the lead roll and I ca n't find humor in the black race with all of the crime they comit against the white man , to hell with them .",black,2
I don't know how well this software facial recognition software will work in places like Asia because all Chinese people look the same.,asian,1
I don't know where I stand on abortion I mean I love killing babies but I hate given women choices,women,5
"I don't know where I stand on abortion. I enjoy killing babies, but I hate giving women a choice.",women,5
I don't understand why QWOP is so difficult Aren't black people meant to be good at running,black,2
I don't want another woman boss. I already have a woman boss and she has me running around all the time.,women,5
I dont mind transwomen so much they can only act like cunts.,women,5
I dont get what the whole deal with the Holocaust is... Im pretty sure Hitler just said I wanna glass a juice not I wanna gas the Jews.,jewish,3
I dont have anything against black people If I had money Id buy one,black,2
I dont think Im racist I love black people I think every family should have one,black,2
I dont think Muslims would be very good at comedy Theyd all just bomb the show,muslim,4
I feel bad for Ethiopian women... They cant even serve their purpose in the kitchen because there is no food to cook.,women,5
I had some Muslim Fried Chicken the other day. It was exploding with flavour.,muslim,4
"I had to miss the opening night of Black Panther with my black friends. Safe to say, that klan meeting was worth leaving them hanging.",black,2
I hate one of my followers before y'all assume Issa nigga,black,2
"I hate today's society You used to be able to say Black paint but now, you have to say, Leroy, paint my fence",black,2
I hate when females say they weird just because a nigga say he like weird girls. Bitch no you not. You just like everybody else,women,5
"I hate when people say tomatoes are fruits and not vegetables. If a gay dude in a wheelchair can be both, why can't a tomato.",LGBT,0
I have a black man in my family tree Hes still hanging there,black,2
"I have a couple black friends Whenever they say,I'm not your friend, I just whip them.",black,2
"I have a hint for you in my usename @user I'm not sexist, but I cannot watch a football game with a female announcer, idk why",women,5
I have blue eyes. I got them from my dad. My mum has black eyes. She also got them from my dad.,women,5
"I have concluded from the Death Wish controversy that the left is now trying to portray Jews as Fascists, so they can combine all of their hatreds into a single category to save headspace in their small minds.",jewish,3
I have never met a woman who's never had a boyfriendEven the ugly women I've known have had boyfriendshusbands or talked about having sex a lot.,women,5
"I have no doubt that Jesus was a black man. Just like in the case of black dads, everyone is waiting for his second coming.",black,2
I haven't been called ugly once my whole life tho RT @user guys who refer to women as bitches are so ugly to me lmao u disgust me,women,5
I heard that some black people pretend to be ghetto because they have no money and they live in the ghetto .,black,2
I heard today that the niggers were freed from their owners. Then my slave woke me up. What a nightmare!,black,2
"I honestly hate Indians , Muslims , really anything with brown , black or yellow coloured skin I hate .",black,2
I hope you all accidentally get a fat black bitch pregnant,black,2
"I just don't understand it. I think you must just be doing it for attention. When this phase is over and you go back to putting effort into your appearance, you can be treated with respect.",women,5
"I just saw a black guy running down the road with a Cape on.  I shouted, Are you a Superhero. He said, No, I haven't paid for my haircut!.",black,2
I just wanted to say hello to The Jew is Evil .,jewish,3
I kind of think you're sexist. @user I kind of think women shouldn't be cops or be in the infantry. #notsexist,women,5
I kinda like the UK Its the only arabic country thats not at war,muslim,4
"I know I keep hoping I wake up one day and this multiracial hell Canada was all just a terrible nightmare , but it never happens .",black,2
I like bad bitches thats my fucking problem,women,5
"I like my coffee like I like my slaves Cheap, strong and black",black,2
I like my gaming setup like i like my slaves Totally black and crippling to death from the burning hot sun in the summer,black,2
I like my girlfriends like I like my dogs Rescued from a young age and stays in their cage,women,5
I like my grilled cheese like how I like my Vietnamese villagers. Yellow and Melted.,asian,1
I like my shoes like I like my women In the corner tied up,women,5
"I like my shoes like I like my women... Beaten up, worn out and laced up with something",women,5
I like my woman like I like my orange juice Beaten to a pulp,women,5
I like my women just like my meat Beaten.,women,5
"I like my women like I like my chicken. Dead at a young age, drugged, and burnt.",women,5
I like my women like I like my coffee... Ground up and put in the freezer.,women,5
I like my women like I like my firewood Chopped up and in my basement,women,5
I like my women like I like my toasters  turned on and in the bath with me,women,5
I like my women like i like my Jews... cooking.,women,5
"I like my women like my coffee Ground up, in a bag, about to be roasted.",women,5
I like my women the way I get my hair cut. High and tight.,women,5
"I like you, you don't act gay.",LGBT,0
"I lost my arabian friend this morning.... Damn, I wonder where he went... Hey, dude, did you hear about the explosion that killed 73 people at the mall this morning#x200B;#x200B;",muslim,4
"I love the Legend of Zelda games. Name the games after the girl so she feels important, but has next-to-no involvement whatsoever in them.",women,5
"I made a Chad tinder profileFemales don't care how vulgar or disgusting you are when you're attractive, if I was to say the same things I've said to these people with my real picture they would call the cops on meSo far I've had 60 matches and none of them were disgusted by my messages, which were asking for sex straight up",women,5
I overheard someone saying a black man stole a motorcycle out of a garage. I ran home to see if mine was still there. Yupp still chained to the wall. Singing and all.,black,2
"I painted my computer black hoping itd run faster, but now it doesnt work.",black,2
I painted my computer black to make it run faster It shot me,black,2
I play as a black character sometimes and it never bothers me.,black,2
"I prefer the way women look with make up on, most are ugly as fuck without itI just don't get confused into giving their cunts more value because of a paint job.",women,5
I really hate it wen people trying to get on my nerves like wtf bitch are you looking for,women,5
I really wish feminists would stop perpetuating gender roles like the fragile and feckless girl who faints over anything crude; or the hysterical and entitled woman who relies on a man's gentlemanly virtue to get what she wants.,women,5
I reported a video on YouTube for animal abuse My report got rejected; it was footage of a black man being beaten,black,2
I sat next to a femoid on the busShe's probably on the phone with her therapist crying about a depressive episode now.,women,5
I snorted shit with more girls in my presence than a dude lmao coke head bitches..,women,5
I studied zoology It helped me better understand black people and their behavior,black,2
I think it 's best if white men looked after white women in our schools .,black,2
"I think its funny , as a premed student there has n't been a black person within a hundred miles of any of my classes ever .",black,2
I think its wrong to refer to a negro as boy That implies they are people.,black,2
"I think the kamakazis during WWII were all just a big accident... Since Asians are so bad at driving, what's to say they are good at flying",asian,1
I think there is more threat from Russians than from Jews .,jewish,3
I titty fucked this 80 year old last night and her tits just went -POOF-,women,5
"I turn bitches gay, they think all the other bitches can fuck like me.",women,5
I want to make bumper stickers that say ISLAM IS NOT A PEACEFUL RELIGION and sell them.,muslim,4
I was always told that KFC stood for Kentucky Fried Chicken. But the customers make me think it's Kitchen For Colors,black,2
I was once asked how many genders there are I replied with one coz wemon are property,women,5
"I was sitting next to some really hot Thai girl on the bus today. All I could think to myself was, Don't get an erection, don't get an erection! But she did.",women,5
I was told I can buy anything from the black market But they were only selling cotton,black,2
I was with a Jewish boy in DT Food today. I said to him One oven a day keeps the Jews awayHe hasn't talked to me since.,jewish,3
I wish GPS' had an avoid ghetto setting!,black,2
I wish you niggas learn to stop fw crazy bitches of you can't deal with come with ha ass !,black,2
"I wish you'd stop calling me a feminist. I'm not a feminist. It's really insulting. I love all that traditional woman stuff, cooking, cleaning, like that.",women,5
I wonder how many females I raped todayI spent a lot of time on the subway as a sub 3 and inevitable looked at some females and might have made phisical contact when the train was full,women,5
"I wonder if the jigaboos dancing on the football fields have finally realized when they stopped being a distraction, they took money out of their own pockets.",black,2
I wonder if the what looks like Arabic used for his second account name has anything to do with his hate for women .,muslim,4
"I wonder who wrote that blog... Either a hoe dat let a few of them niggas beat to no avail, or a bitch nigga who hoe let a few of em beat",black,2
"I would like to say and I can proudly say that there are no jews in Iceland , those that tried to get here were all sent back to Germany ...",jewish,3
"I would make a transgender joke, but... ...Mom always told me not to make fun of the mentally ill.",women,5
I would not be surprised if this woman was specifically targeted by local Jews from her town for this abominable treatment .,jewish,3
I wouldn't call myself a feminist anymore.  I think I'm a realist now. I think maybe we're in denial and that men and women aren't necessarily capable of the same things. Maybe women need to make some sacrifices.,women,5
I'm 31 turning 32The women my age have hit the wall but I'd still cream inside them if they gave me the chance.,women,5
"I'm all for women's rights and freedom and whatever, as long as they still put out.",women,5
"I'm glad to hear about my brothers being ready to fight like that , lets just hope in the future these immigrants with no right will get something good enough so they 'll finally leave",black,2
"I'm like JFK and my wife is like the people beside him. She screams and tries to get out of the car as I splatter all over her, teach that fucking bitch to wash dishes next time.",women,5
I'm naturally bowlegged.. I be trying to stand normal . I think i look deformed while hoes thinking that shit is cute.,women,5
"I'm not a Misandrist but Males in General can not Capitalize @user I'm not Sexist , but Females in General can not Drive.",women,5
"I'm not going to screen you for STDs because you aren't really at risk as a lesbian. But then again, I don't really know how you people have sex.",women,5
"I'm not racist Because racism is a crime, and crime is only for black people",black,2
"I'm not racist racism is a crime, and crime is for black people.",black,2
I'm not racist. One of my best slaves is black.,black,2
I'm not running and giving it to the muds .,black,2
I'm not vegetarian to an extent but eat anything but beef No. @user I'm not sexist to an extent but female rappers No,women,5
"I'm not weird, you're just a faggot",LGBT,0
"I'm okay when India decriminalizes gay sex, Hindus don't believe in hell anyway.",LGBT,0
I'm sure the Jews in Scandinavia dumb down the education systems there too .,jewish,3
I'm tired of all the Holocaust jokes that's why we gas them.,jewish,3
I've been looking and it seem almost all countries have kicked out Jews or fought them even the Chinese had wars with them .,jewish,3
I've decided to keep a spade in the boot of my car... If I get stuck in the snow the cunt can get out and push it.Credit rsickipedia,women,5
"I've just realized that Indians are an hybrid of white people and black people They are smart like a white man, work like a black man and they have brown skin like a mix of races",black,2
I've never heard of blacks being better at cutting weight .,black,2
ITT List what makes you uglyFor me Light bulb shaped head Overpowering extra wide negroid nose Lack of under eye support leading to saggingtired eyes Ice pick scars from acne Large pores,black,2
If A Femoid Calls You Entitled For Wanting A GF It's ProjectingThe femcunt probably can't stand going a mere week without sex and thinks it deserves to have a superChad.,women,5
If I had a dime for every racist joke I told... Some black guy would probably rob me,black,2
If I had a dollar for every gender there is... I would have 1.74 because women make less,women,5
If I had a dollar for every gender... I'd have 1.50,women,5
"If I had a dollar for every time I said the n-word, I'd have none cause those damn niggers keep stealing.",black,2
If I had a nickel for every gender... I would have 5 cents because women are property.Probably been told here before but I heard it from my uncle and I thought it belonged here.,women,5
If a Muslim isn't raping your daughters he is giving tacit approval to one that is.,muslim,4
If a bitch is bad n single she single fo a reason....hoe prolly cray or a runna,women,5
If a black person makes a joke It's literally a dark joke,black,2
"If a man who was raped by a woman later raped her back feminists would say the first rape was female empowerment, but the second rape should condemn the man to eternal torment.",women,5
If a woman is in a forest and there is no one around to hear her. Is she still wrong,women,5
"If black men screwing white people is called blacked, what is muslims screwing white people called London.",muslim,4
If men are so privileged and women have it so hard why are so many men choosing to live as females,women,5
"If monkeys are on my property i call animal control and defend my family and property with whatever means possible , simply talking sense to a monkey and pointing at it will not stop it from misbehaving !",black,2
"If the Japs are offended, then screw them. They should have stayed away from Pearl Harbor.	The highest rated comment on a very old and very racist Bugs Bunny cartoon shown on YouTube.												7	macro,race	6 years ago",asian,1
If we'd known that they'd cause this much trouble we'd have picked the fucking cotton ourselves!,black,2
"If women weren't meant to be sluts, Eve wouldn't have fucked the first guy she met",women,5
If you are American and say spot on you are most likely gay...,women,5
If you are what you eat... Then Africans must be nothing!,black,2
"If you became chad tier good looking through surgeries, would you revenge be your first priority to stacies",women,5
If you hate me over a nigga seek help Bitch,women,5
If you hit a girl Is it destruction of property,women,5
If you saw a nigger drowning what type rifle would you use to help him sink,black,2
"If you're gonna be a hoe, then don't look for relationships. you lost that privilege when you decided to be a hoe.",women,5
"If your house door was locked , but at midnight your neighbor opened the door for some muslims to come inside and take your stuff , rape your wife and beat you nearly to death ... would you still think your neighbor was a nice guy",muslim,4
Important pollDo you think @user gay lisp detracts from his #MAGA message,LGBT,0
"In my mind it 's not even close to being obselete , I believe it is a symbol of the white race and it 's fight to save itself in this sick and twisted multicult world we live in .",black,2
"In our area , they 've pretty much stopped showing mug shots of Negroes like this  Whites have to go on the names to figure it out .",black,2
"In regards to being harassed by GamerGate, i was just told Let your experience better you as a woman instead of seeking sympathy.",women,5
"Incels, stop referring to women as peopleThey are sexual resources.",women,5
Internment Camps are a good start for all illegals and muslims.....Round Ups immediately,muslim,4
IronyBeing put on trial for killing a homosexual but then swearing on a bible which tells you to kill gays Leviticus 2013,women,5
"Is Lyudmila Pavlichenko's reputation trueI understand how sexist this can come off to doubt a woman's accomplishments but unfortunately with the persistent feminist narrative of exaggerating women's accomplishments or in some cases completely fabricating them, I was curious about this women's accomplishments and if they're true or the product of propaganda.",women,5
Is dare any colored players in hockey,black,2
Is it just a coincidence that black ice is the most dangerous,black,2
"Is the KKK really that racist I went to one of their meetings, and there were tons of black people hanging around.",black,2
Is there any good reason to not hate women,women,5
Islam is cancer and we keep importing more of it into this country.....but at least we have our cute little #NYCStrong hashtag.,muslim,4
"Isnt it ironic how Jews are the only people who meet Santa Then again, theyre the only ones in the chimney.",jewish,3
"It doesn't matter suicide rates are going up in Black communities, The race was killing itself anyway.",black,2
"It is Impossible to Truly Love if You're Not InsecureValidation from one person means nothing if you're already validated by everyone elseThis is why females are incapable of love, because they receive non-stop, around-the-clock validation from scores of men.",women,5
"It only take one geniune affection from a girl to save all of usYet here we are a lot kiled themselves , i hope that yu are proud of yourself femoids",women,5
It's Incredible how Femoids have Snapchat Scores in the Hundred-ThousandsThey literally stay on their phones ALL DAY,women,5
It's easy for them to multiply because their African genes are so incredibly pronounced .,black,2
It's ironic black people are sometimes called chocolate. My hunting dogs haven't died yet.,black,2
It's not a sin to kill Muslim invader God will forgive,muslim,4
Its high time we ended this cancer called racism already Bomb Africa right now,black,2
Its not rape if youre really ugly... Ungrateful bitch.,women,5
Im not racist Only niggers are racist,black,2
Im starving and scared That I might offend Africans because Im culturally appropriating them,black,2
Japanese people are bad pilots They always crash into ships,asian,1
Jesus gave 6 million people bread and wine But Hitler made 6 million Jews toast,jewish,3
Jews are terrified of you because they know they're fucking you over and they realize you could possibly figure this out at some point.,jewish,3
Jihad is one of the Five Pillars of Islam. The whole thing is basically founded on going out and killing people for G-d.,muslim,4
"Just a regular conversation Person A- Is he fastPerson B- yea, hes pretty black",black,2
"Just how Americans draw themselves slimmer. Japan does the same, they make anime have giant eyes while in reality they cant see what their drawing",asian,1
Just went to my first Chanukah party Had now idea that Jews were so adept at frying,jewish,3
Kitchen appliances salesman to the Jewish man.. Sir would you like a tour to the new LG oven,jewish,3
LMAO.. this is funny .. i dunno if they 'd pay attention to ya though .. are the WWF board all jewish  lolz,jewish,3
LOL EDGY @user @user @user im not sexist but why are women allowed opinions lol,women,5
LOLOLOL @user @user @user I'm not sexist but it's always the females that expect you to read their minds Lolol,women,5
Laugh it up ape cause without yt to protect your race Asians will probably do the world a favour and wipe your kind from the face of the Earth .,black,2
Leaked phone call shows Newly appointed Jewish government in Ukraine behind sniper attacks on protesters and police  European Daily News.org Thank god for the internet .,jewish,3
Let me go take a showers the projects makin me a lil dirty nigga,black,2
"Let's make England great again here's how we do it, join the British military comindeer some tanks storm Tharissa May'  round up the Muslim invader put them on a leaky deflating rubber raft back to afreeka",muslim,4
Life RT @user I'm not giving these hoes free meals so they can go lay up with the dude they can't get over. Nope.,women,5
"Listen, you're sexist. @user Listen, I'm not sexist, but every dumbass driver I've crossed lately has been a female.",women,5
"Lock the thread if ur gay B -Because yourL - LockingA - AllC - Comments,K - Kill yourself.",LGBT,0
"Lol, Asian gay guys are too girly, I suppose.",asian,1
"London police arrest two men in connection with the London Terrorist BombingOne, 18 yrs oldOne, 21 yrs oldWon't tell us whowhat they ARE, but I can just about tell you whowhat they AREN'TWhiteEuropeanBritishNative LondonersIQ above room temperatureSelf-sufficientAny takers at 101",black,2
"Long term, Jews are actually worse for your society than niggers.",black,2
Look for more famous people who have been indictment watch out OSAMABAMAVICH we are on to your TREASON Muslim brotherhood,muslim,4
"Man society got so strict with races and whatnot, I can't even say bl@user paint. Now I have to say, Tyronigillian, paint that wall.",black,2
May a cock rash never find you and a fag never get behind you,LGBT,0
"Me I can't believe that someone could commit such a horrible crime. People can scare me sometimes. Guy You know, if black people don't want to be called criminals... Me I didn't say anything about what the man looked like. Guy Silence",black,2
MeToo Movement Femoid Likens Being Hit on in Public to Being Mugged.,women,5
Men are just better at some things.  That's just the way it is.  Like men are better at driving cars or flying airplanes.  But you sure look pretty.,women,5
Minimum attractiveness to get women per height6'6 - 6106'46'5 - 5.5106'26'3 - 5106'1 - 5.5105'116'0 - 6105'10 - 7105'9 - 8105'8 - 9105'7 - 1010If you are below 5'7 you are automatically disqualified from attracting females,women,5
"Mob boss So, are you willing to kill women and children if necessary Im a film major, I shoot disappointments for a living",women,5
Mohammad Salah second best Muslim attacker after Bin Laden,muslim,4
More racist violence by blacks - this time the victim was a Chinese man  YouTube - Racist Blacks beat a Chinese man to death,black,2
More than one-third of Africa lacks clean water. I guess black people will even steal from their own kind.,black,2
Muslim invader are sub humanKill them God Forgives you for your service to humanity,muslim,4
Muslim kids... They blow up so fast.,muslim,4
Muslim women are so underprivileged They arent allowed to fly planes especially when the twins are collapsing from the heat,muslim,4
Muslims aren't terrorists They just want to die on their own terms but don't want to do it alone.,muslim,4
My Instagram song ain't bout me postin pictures it's about how hoes not allowed to post pictures of me and I ain't posting none of them,women,5
My Mom and I were in the store the other day... As usual she kept on tell me not to touch stuff i didn't intend to buy. I told her I knew that and that's why I was only touching the black people.,black,2
My black friend gave me a pass to use the racial slur for black people towards him Yet when I called him a slave he decided that he was going to get offended...,black,2
"My boyfriend is half black. Sorry, Im such a pessimist. Hes half white.",black,2
"My dick, your bitch on it.",women,5
My first time having sex was a lot like the 100 meter dash Nine black guys and a gun were involved,black,2
My girlfriend like to pretend shes 13 when were in bed together Which I told her is weird and pointless since shell be 13 next year,women,5
My great grandfather died in Auschwitz. Fell off a guard tower.,jewish,3
My humour is so dark that cops are beating it,black,2
My jew friend said he wanted to be the very best like no one ever was So I called the Gestapo and made his wish come true.,jewish,3
"My lil cousin be hating. Bitches always want the older nigga, not my fault nor did I fuck the bitch so chill..lol",women,5
My name is JafarI come from afarI have a bomb in my carAllahu Akbar,muslim,4
My phone is black I keep it locked when I'm not holding it,black,2
My sense of humour is so dark It pays child support,black,2
"My short time here has already blackpilled me IRLI can't even watch porn without thinking about how disgustingly slutty the girls are, thanks guys..",women,5
My slaves are like Minecraft trees They give me wood when I beat them,black,2
My wife caught me fucking our daughter A nigger got shot just now.,black,2
"My wife is a real treasure I hid her under the gazeebo, hope nobody finds her.",women,5
My wife says I should break the rules once in a while. Obviously rape is not what she meant.,women,5
Name one similarity between Gamestop and the Holocaust Both enslave their workers,jewish,3
Nigga Andrew and x been telling me since like 11' everything's for sale and legit everything is for sale you tell me a great number lol,black,2
"Niggas at the march looking for hoes,  they out there too I'm sure of it",black,2
Niggas watch who you fucking just to hate on your bitches.,women,5
"Niggers pulling up in new whips these days. Back in my day, we used to hit them with 'em.",black,2
"No offense, but that's seriously gay.",LGBT,0
No you can't like him. It's the most disgusting thing to mix a Black and an Asian!,black,2
"No, can you get one of the boys to carry that out It's too heavy for you.",women,5
Normies and cucks celebrate the death of a man because he harmed a female,women,5
Normies live in constant fear because their girlfriends dress up slutty then drink their inhibition away alongside horny men on a weekly basisThis is routine and encouraged in the degenerate west.,women,5
"Not all gay men are sissies, but all sissies are gay.",LGBT,0
Not good news at all but this happens in all European nations and is no doubt pushed by the likes of Jews like Summer Redstone and MTV !!,jewish,3
Not just encouraging but actuallly paying them bonuses .... so a black managers in state service gets his bonus determined on how few white employees he has,black,2
"Not just that , but many people who adopt kids are capable of making their own pure white children .",black,2
Not only is this case typical of the feral sub humans but it 's a perfect example for our people of how totally out of control they are and that they cannot be allowed to remain among us .,black,2
Notice how the news media avoids pointing out that the murderers of the 12 French are followers of the death cult of #Islam.,muslim,4
Notice there haven't been any #MeToo accusations made against Islamic Supremacists,muslim,4
Now I seperate from niggas I don't trust niggas that ain't starve wit me and all the bitches I didn't fuc !,women,5
"Now now lets not discriminate between muslims and jews , I say get them all back to the middle east and turn the whole sand pit to radioactive glass .",jewish,3
Now would be a great time to blow myself up... I hear they just got a new shipment of virgins in heaven.Florida massacre,muslim,4
Now you niggers can relax...your welfare payments are safe!,black,2
OSAMABAMAVICH BOO HIM FOR HIS treason MUSLIM brotherhood is terrorism osaneobamavich,muslim,4
"Of course I love you, I just prefer the straight part of you to the gay part.",LGBT,0
Offensive Joke #2 What is the difference between a Jew and a pizzaThe pizza doesn't scream when you put it in the oven,jewish,3
"Oh my God! Yea, that shooting at Haas last week was so crazy! I feel like I go to a ghetto school now!",black,2
"Oh well, you lil stupid ass bitch I don't fuck with Youuuuuu RT @user Idfwu is a bitter ass song and only fuck niggas like it.",black,2
On Set of Nickelodeon 's  The Haunted Hathaways '' - YouTube 3 white women no father living in a house with three negro males .,black,2
"One of my good friends from high school is black, but I don't really think of her as black because she told me she's white on the inside.",black,2
Orgasms are like opinions Only mine matter and i dont care if she has one.,women,5
"Our politicians never should have allowed immigration from Eastern Europe and Russia, because it was only a slippery slope from there, ending with unfettered mass importation of subhuman savages from all over the third world used by the kikes against us as human bio-weapons.",black,2
Owner of my company opening up sexual harassment training class I don't believe in sexual harassment. I think it's just something made up by militant lesbians.,women,5
"Peak globalismA brown muslim woman on welfare wearing a hijab with her three fat, retarded kids eating at McDnald's and having seconds at Starbcks while taking photos of her foods on InstgramSnpchat on her iPhne and typing death to white people on Facebk and Twittr.",muslim,4
Pennies are brown because theyre worth almost nothing and cost more to manufacture than what theyre worth.,black,2
People are like jelly beans... No one likes the black ones,black,2
"People talk about how hard it is to be Black in America these days... But what about being white Like fuck, we're actually almost on a level playing field. Our grandparents had it easy as shit.",black,2
"Person 1 That's not your real hair, you're fully black! Person 2 It's fake, stop trying to convince us that black people can have long hair! Two people in my class talking about my mid-back length curly hair, two weeks ago. I'm a 17 year old Eritrean East African female in London. It made me feel disappointed, enraged, but mostly, shocked by their ignorance and outright lack of manners.",black,2
"Person cutting my hair So are you seeing anyone Me Not since things ended with my last boyfriend.  It was complicated, he was from Afghanistan... Person cutting my hair And he was a terrorist I was going to say that a close family member had died in a bombing and he had to go back to Kabul.  But I guess terrorist works",muslim,4
Put that fat Black idiot to work and she would n't be smirking at Whitey and playing stupid for the camera at her welfare review hearing !,black,2
REMINDER femoids would rather fuck ABUSIVE CHADS than an incelBut don't forget that your personality is the problem.,women,5
RT @user All hoes are friendly. Althea wants to say hi.,women,5
RT @user Boss Niggas Fuk wit Boss bitches Vice versa..,women,5
RT @user it's two different things you hoes should know because a lot of you hoes THINK yal know me !,women,5
"RT @user I'm tired of fat hoes calling themselves thick. Bitch, yo fat ass can't even bend over and touch your toes withou ...",women,5
"RT @user Too many good single girls, too many hoes taken.",women,5
RT @user @user Quote this with a funny caption http,women,5
RT @user Jameis Winston is a nigger,black,2
RT @user I don't splurge around no hoe no I don't shine in front of no bitch cus after she get off my dick I be like Find the front,women,5
RT @user Any Nigga Or Dike Play Pussy Goin Get Fucked  That's On Luv,women,5
RT @user niggas talk more than bitches these days.,black,2
RT @user Niggaz talk more than bitches these days..,women,5
RT @user Side bitch or main bitch you still ain't the ONLY bitch.,women,5
RT @user My Wifi stronger then half y'all hoes relationships lol,women,5
RT @user Bitches love Miley Cyrus and Rihanna cuz they speak to every girls inner hoe,women,5
RT @user Some hoes live jus to hit the clubs every weekend ..,women,5
RT @user Not basic bitches,women,5
"RT @user If you suppose to be a man, dont be a bitch.",women,5
RT @user Being a nigger isn't a color it's a state of mind,black,2
RT @user @user Sometime u gotta shut down all tha fun and get tha  rite. get ugly on these hoes and EAT!,women,5
RT @user When bae says somethin that pisses you off but you're trying to not to be crazy anymore http,women,5
"RT @user What kind of world do we live in, where bitches are getting surgery to make their butts BIGGER! Since when do women want a",women,5
"RT @user @user a loyal girl truly does come with a smart mouth  arguments,only a hoe will let you do as you please cause she",women,5
RT @user I wanna watch a nigger made before Christmas,black,2
"RT @user im sick of bitches , bitching about other bitches",women,5
RT @user cant turn a hoe into a husband either,women,5
RT @user hos will literally do ANYTHING to say they got a nigga dawg,women,5
RT @user If you like After Romeo chances are I think you're a faggot.,LGBT,0
RT @user Tbh I left all my hoes alone,women,5
"RT @user 1, 2, 3, 4... how many niggers are in my store, I knooooooow your stealing!",black,2
"Racially heterogeneous States are neither possible without conflict, nor are they desirable.",black,2
Ranking of reproductive aged womenGod tier Virgin women in their mid to late teensHigh tier Virgin women aged 20-22Mid tier Virgin women aged 23-26Clearance tier Virgin women aged 27-40Diarrhea tier Non virgin women of any age,women,5
Real niggas let real bitches cum first,women,5
Reminder There are women in the first world that think they are oppressed,women,5
"Report BMW developing self-driving cars that tailgate, never use indicators and drive like cunts.",women,5
Researchers found out the most important difference between humans and apes Apes lives in Africa,black,2
"Roses are Red, My dad is blackI wonder when he will ever come back",black,2
Roses are red Violets are blue Where is my foreskin Oh wait I'm a Jew.,jewish,3
"Roses are red Violets are blue, Niggers aren't people, Nor are woman or jews",women,5
"Roy Moore Trannies are an abomination, repeal gay marriage, put God back into the governmentPopulist Working-Class Voter Okay, whatever nigga I just want a job",women,5
Sad thing is white nationalists DO judge Negroes by the content of the character .,black,2
"Santa, an honest black man, and a rock are in a maze. Who gets out first The rock. The other two don't exist.",black,2
School is like a boner Long and hard - unless you're Asian.,asian,1
"Schools in the hood be like 25 students in a club, 90 be from the same dad.",black,2
"Secret Language During the holocaust the Jews had a secret language they used to speak... it went something like this, OH MY GOD! I'M BURNING ALIVE",jewish,3
"Seeing prostitutes is morally wrong, but being one is notWhy do women defend prostitutes while at the same time judging men for seeing them",women,5
"She always wears such revealing clothing and flirts with all of these guys when we're out.  It's just gross and dangerous.  I'm not saying that a person deserves to be raped, but...",women,5
"She's a girl, of course she has mood swings.",women,5
"Shows what sub human group these negroid belong , the poor horse got an infection from the dirty pervert .",black,2
"Since Harriet tubman is on the 20 dollar bill now, is it worth 35 of a 20 now",black,2
Since bitches love callin me by my ex girlfriends names so much ima start callin them the names of niggas they fucked,women,5
Sniveling faggot ass White cucks are going to continue prepping the bull until America is another South Africa.,LGBT,0
Snooker is so unrealistic. How can black be worth more than white,black,2
"So I failed to get accepted at Harvard. So I worked in a coal mine for a while, and one day forgot to shower after work. I visited Harvard again then I got accepted.",black,2
So I guess all girls are psycho bitches and dgaf these days.. Smh y'all are dumbDon't even know what psycho is. Tf outta here,women,5
So I guess women are now being promoted to the level of the Jewsas long as one says something happened we have to believe it because not possible they would lie,women,5
"So I looked at my family tree today It turns out there is a black guy in my family tree, and he's still hanging there.",black,2
"So I was walking around in town As I was walking I passed an alley way and saw 4 guys beating up another guy just because he was gay.... I went over to help , and wow he stood no chance against all 5 of us",LGBT,0
"So blacks are the fastest runners and whites are the best swimmers, the polar ice caps are melting, Evolution at work",black,2
So my girlfriend refused to let me have sex with her but she didn't say anything when I put my dick inside her. Maybe because her mouth was taped.,women,5
So you can imagine how bad I feel when one mumu will start saying I must have a sugar daddy just because I drive a nice car.,women,5
"So you're really not into men Like, really really not into men Are you sure",women,5
"So, the Holocaust confuses me... So, the Holocaust confuses me... Like, I don't understand why anyone would want to survive it, because they would still be a jew afterwards...",jewish,3
Society is like a box of chocolates There are more browns than whites and the blacks are usually never touched.,black,2
Society owes me a wifeI am entitled to a wife,women,5
"Some girls really be puttin out to the point they become a hoe, expecting a prince with open arms to come sweep her off her feet.",women,5
"Some guy in my school started talking that way randomly, along with some other effeminate mannerism. Funny, when he came out and we all just said we know. ... I read somewhere that your true accent is the accent you speak when you are drunk or angry as the cognitive load present in putting on a fake accent vanishes or weakens",LGBT,0
Some lying ass hoes lol,women,5
Something you'll never hear a female say... I'm so horny I'll fuck any guy.,women,5
Sometimes I feel like people including feminists treat women like big children or godesses,women,5
Sometimes I think I enjoy gay sex... But that's just the French in me,LGBT,0
"Sorry , that must be my Black coming out.",black,2
Spreading a woman's legs is like spreading butter It can be done with a credit card but I prefer to use a knife,women,5
Surveying gender is easy because there's only male and female.,women,5
TELL ME MORE @user I'm not sexist but I don't think I actually find any female comedian funny,women,5
