post,target_minority,label
"I dislike cunt, but I hate shemale more.",LGBT,0
"I dislike baby mama, but I hate shemale more.",LGBT,0
"I dislike hag, but I hate shemale more.",LGBT,0
"I dislike gold digger, but I hate shemale more.",LGBT,0
"I dislike feminazi, but I hate shemale more.",LGBT,0
"I dislike moll, but I hate shemale more.",LGBT,0
"I dislike bimbo, but I hate shemale more.",LGBT,0
"I dislike twat, but I hate shemale more.",LGBT,0
"I dislike hoe, but I hate poof more.",LGBT,0
"I dislike bitch, but I hate poof more.",LGBT,0
"I dislike whore, but I hate poof more.",LGBT,0
"I dislike slut, but I hate poof more.",LGBT,0
"I dislike cunt, but I hate poof more.",LGBT,0
"I dislike baby mama, but I hate poof more.",LGBT,0
"I dislike hag, but I hate poof more.",LGBT,0
"I dislike gold digger, but I hate poof more.",LGBT,0
"I dislike feminazi, but I hate poof more.",LGBT,0
"I dislike moll, but I hate poof more.",LGBT,0
"I dislike bimbo, but I hate poof more.",LGBT,0
"I dislike twat, but I hate poof more.",LGBT,0
"I dislike hoe, but I hate twink more.",LGBT,0
"I dislike bitch, but I hate twink more.",LGBT,0
"I dislike whore, but I hate twink more.",LGBT,0
"I dislike slut, but I hate twink more.",LGBT,0
"I dislike cunt, but I hate twink more.",LGBT,0
"I dislike baby mama, but I hate twink more.",LGBT,0
"I dislike hag, but I hate twink more.",LGBT,0
"I dislike gold digger, but I hate twink more.",LGBT,0
"I dislike feminazi, but I hate twink more.",LGBT,0
"I dislike moll, but I hate twink more.",LGBT,0
"I dislike bimbo, but I hate twink more.",LGBT,0
"I dislike twat, but I hate twink more.",LGBT,0
I hate people who are asian.,asian,1
I hate chink.,asian,1
I hate paki.,asian,1
I hate banana.,asian,1
I hate pancake.,asian,1
I hate jap.,asian,1
I hate japa.,asian,1
I hate chinaman.,asian,1
I hate abc.,asian,1
"I dislike people who are LGBT, but I hate people who are asian more.",asian,1
"I dislike homo, but I hate chink more.",asian,1
"I dislike faggot, but I hate chink more.",asian,1
"I dislike fag, but I hate chink more.",asian,1
"I dislike sod, but I hate chink more.",asian,1
"I dislike degenerate, but I hate chink more.",asian,1
"I dislike trap, but I hate chink more.",asian,1
"I dislike fruit, but I hate chink more.",asian,1
"I dislike tranny, but I hate chink more.",asian,1
"I dislike queer, but I hate chink more.",asian,1
"I dislike chicken, but I hate chink more.",asian,1
"I dislike fairy, but I hate chink more.",asian,1
"I dislike dyke, but I hate chink more.",asian,1
"I dislike bender, but I hate chink more.",asian,1
"I dislike bent, but I hate chink more.",asian,1
"I dislike pansy, but I hate chink more.",asian,1
"I dislike troll, but I hate chink more.",asian,1
"I dislike shemale, but I hate chink more.",asian,1
"I dislike poof, but I hate chink more.",asian,1
"I dislike twink, but I hate chink more.",asian,1
"I dislike homo, but I hate paki more.",asian,1
"I dislike faggot, but I hate paki more.",asian,1
"I dislike fag, but I hate paki more.",asian,1
"I dislike sod, but I hate paki more.",asian,1
"I dislike degenerate, but I hate paki more.",asian,1
"I dislike trap, but I hate paki more.",asian,1
"I dislike fruit, but I hate paki more.",asian,1
"I dislike tranny, but I hate paki more.",asian,1
"I dislike queer, but I hate paki more.",asian,1
"I dislike chicken, but I hate paki more.",asian,1
"I dislike fairy, but I hate paki more.",asian,1
"I dislike dyke, but I hate paki more.",asian,1
"I dislike bender, but I hate paki more.",asian,1
"I dislike bent, but I hate paki more.",asian,1
"I dislike pansy, but I hate paki more.",asian,1
"I dislike troll, but I hate paki more.",asian,1
"I dislike shemale, but I hate paki more.",asian,1
"I dislike poof, but I hate paki more.",asian,1
"I dislike twink, but I hate paki more.",asian,1
"I dislike homo, but I hate banana more.",asian,1
"I dislike faggot, but I hate banana more.",asian,1
"I dislike fag, but I hate banana more.",asian,1
"I dislike sod, but I hate banana more.",asian,1
"I dislike degenerate, but I hate banana more.",asian,1
"I dislike trap, but I hate banana more.",asian,1
"I dislike fruit, but I hate banana more.",asian,1
"I dislike tranny, but I hate banana more.",asian,1
"I dislike queer, but I hate banana more.",asian,1
"I dislike chicken, but I hate banana more.",asian,1
"I dislike fairy, but I hate banana more.",asian,1
"I dislike dyke, but I hate banana more.",asian,1
"I dislike bender, but I hate banana more.",asian,1
"I dislike bent, but I hate banana more.",asian,1
"I dislike pansy, but I hate banana more.",asian,1
"I dislike troll, but I hate banana more.",asian,1
"I dislike shemale, but I hate banana more.",asian,1
"I dislike poof, but I hate banana more.",asian,1
"I dislike twink, but I hate banana more.",asian,1
"I dislike homo, but I hate pancake more.",asian,1
"I dislike faggot, but I hate pancake more.",asian,1
"I dislike fag, but I hate pancake more.",asian,1
"I dislike sod, but I hate pancake more.",asian,1
"I dislike degenerate, but I hate pancake more.",asian,1
"I dislike trap, but I hate pancake more.",asian,1
"I dislike fruit, but I hate pancake more.",asian,1
"I dislike tranny, but I hate pancake more.",asian,1
"I dislike queer, but I hate pancake more.",asian,1
"I dislike chicken, but I hate pancake more.",asian,1
"I dislike fairy, but I hate pancake more.",asian,1
"I dislike dyke, but I hate pancake more.",asian,1
"I dislike bender, but I hate pancake more.",asian,1
"I dislike bent, but I hate pancake more.",asian,1
"I dislike pansy, but I hate pancake more.",asian,1
"I dislike troll, but I hate pancake more.",asian,1
"I dislike shemale, but I hate pancake more.",asian,1
"I dislike poof, but I hate pancake more.",asian,1
"I dislike twink, but I hate pancake more.",asian,1
"I dislike homo, but I hate jap more.",asian,1
"I dislike faggot, but I hate jap more.",asian,1
"I dislike fag, but I hate jap more.",asian,1
"I dislike sod, but I hate jap more.",asian,1
"I dislike degenerate, but I hate jap more.",asian,1
"I dislike trap, but I hate jap more.",asian,1
"I dislike fruit, but I hate jap more.",asian,1
"I dislike tranny, but I hate jap more.",asian,1
"I dislike queer, but I hate jap more.",asian,1
"I dislike chicken, but I hate jap more.",asian,1
"I dislike fairy, but I hate jap more.",asian,1
"I dislike dyke, but I hate jap more.",asian,1
"I dislike bender, but I hate jap more.",asian,1
"I dislike bent, but I hate jap more.",asian,1
"I dislike pansy, but I hate jap more.",asian,1
"I dislike troll, but I hate jap more.",asian,1
"I dislike shemale, but I hate jap more.",asian,1
"I dislike poof, but I hate jap more.",asian,1
"I dislike twink, but I hate jap more.",asian,1
"I dislike homo, but I hate japa more.",asian,1
"I dislike faggot, but I hate japa more.",asian,1
"I dislike fag, but I hate japa more.",asian,1
"I dislike sod, but I hate japa more.",asian,1
"I dislike degenerate, but I hate japa more.",asian,1
"I dislike trap, but I hate japa more.",asian,1
"I dislike fruit, but I hate japa more.",asian,1
"I dislike tranny, but I hate japa more.",asian,1
"I dislike queer, but I hate japa more.",asian,1
"I dislike chicken, but I hate japa more.",asian,1
"I dislike fairy, but I hate japa more.",asian,1
"I dislike dyke, but I hate japa more.",asian,1
"I dislike bender, but I hate japa more.",asian,1
"I dislike bent, but I hate japa more.",asian,1
"I dislike pansy, but I hate japa more.",asian,1
"I dislike troll, but I hate japa more.",asian,1
"I dislike shemale, but I hate japa more.",asian,1
"I dislike poof, but I hate japa more.",asian,1
"I dislike twink, but I hate japa more.",asian,1
"I dislike homo, but I hate chinaman more.",asian,1
"I dislike faggot, but I hate chinaman more.",asian,1
"I dislike fag, but I hate chinaman more.",asian,1
"I dislike sod, but I hate chinaman more.",asian,1
"I dislike degenerate, but I hate chinaman more.",asian,1
"I dislike trap, but I hate chinaman more.",asian,1
"I dislike fruit, but I hate chinaman more.",asian,1
"I dislike tranny, but I hate chinaman more.",asian,1
"I dislike queer, but I hate chinaman more.",asian,1
"I dislike chicken, but I hate chinaman more.",asian,1
"I dislike fairy, but I hate chinaman more.",asian,1
"I dislike dyke, but I hate chinaman more.",asian,1
"I dislike bender, but I hate chinaman more.",asian,1
"I dislike bent, but I hate chinaman more.",asian,1
"I dislike pansy, but I hate chinaman more.",asian,1
"I dislike troll, but I hate chinaman more.",asian,1
"I dislike shemale, but I hate chinaman more.",asian,1
"I dislike poof, but I hate chinaman more.",asian,1
"I dislike twink, but I hate chinaman more.",asian,1
"I dislike homo, but I hate abc more.",asian,1
"I dislike faggot, but I hate abc more.",asian,1
"I dislike fag, but I hate abc more.",asian,1
"I dislike sod, but I hate abc more.",asian,1
"I dislike degenerate, but I hate abc more.",asian,1
"I dislike trap, but I hate abc more.",asian,1
"I dislike fruit, but I hate abc more.",asian,1
"I dislike tranny, but I hate abc more.",asian,1
"I dislike queer, but I hate abc more.",asian,1
"I dislike chicken, but I hate abc more.",asian,1
"I dislike fairy, but I hate abc more.",asian,1
"I dislike dyke, but I hate abc more.",asian,1
"I dislike bender, but I hate abc more.",asian,1
"I dislike bent, but I hate abc more.",asian,1
"I dislike pansy, but I hate abc more.",asian,1
"I dislike troll, but I hate abc more.",asian,1
"I dislike shemale, but I hate abc more.",asian,1
"I dislike poof, but I hate abc more.",asian,1
"I dislike twink, but I hate abc more.",asian,1
"I dislike people who are black, but I hate people who are asian more.",asian,1
"I dislike darkie, but I hate chink more.",asian,1
"I dislike ape, but I hate chink more.",asian,1
"I dislike nigger, but I hate chink more.",asian,1
"I dislike nig, but I hate chink more.",asian,1
"I dislike black, but I hate chink more.",asian,1
"I dislike crow, but I hate chink more.",asian,1
"I dislike nigga, but I hate chink more.",asian,1
"I dislike niggah, but I hate chink more.",asian,1
"I dislike negro, but I hate chink more.",asian,1
"I dislike groid, but I hate chink more.",asian,1
"I dislike coon, but I hate chink more.",asian,1
"I dislike monkey, but I hate chink more.",asian,1
"I dislike shine, but I hate chink more.",asian,1
"I dislike nigguh, but I hate chink more.",asian,1
"I dislike niger, but I hate chink more.",asian,1
"I dislike uncle tom, but I hate chink more.",asian,1
"I dislike niglet, but I hate chink more.",asian,1
"I dislike jig, but I hate chink more.",asian,1
"I dislike nignog, but I hate chink more.",asian,1
"I dislike jigaboo, but I hate chink more.",asian,1
"I dislike oreo, but I hate chink more.",asian,1
"I dislike jungle bunny, but I hate chink more.",asian,1
"I dislike uppity, but I hate chink more.",asian,1
"I dislike niggar, but I hate chink more.",asian,1
"I dislike sheboon, but I hate chink more.",asian,1
"I dislike burrhead, but I hate chink more.",asian,1
"I dislike jiggabo, but I hate chink more.",asian,1
"I dislike jigg, but I hate chink more.",asian,1
"I dislike spook, but I hate chink more.",asian,1
"I dislike abid, but I hate chink more.",asian,1
"I dislike spade, but I hate chink more.",asian,1
"I dislike darkie, but I hate paki more.",asian,1
"I dislike ape, but I hate paki more.",asian,1
"I dislike nigger, but I hate paki more.",asian,1
"I dislike nig, but I hate paki more.",asian,1
"I dislike black, but I hate paki more.",asian,1
"I dislike crow, but I hate paki more.",asian,1
"I dislike nigga, but I hate paki more.",asian,1
"I dislike niggah, but I hate paki more.",asian,1
"I dislike negro, but I hate paki more.",asian,1
"I dislike groid, but I hate paki more.",asian,1
"I dislike coon, but I hate paki more.",asian,1
"I dislike monkey, but I hate paki more.",asian,1
"I dislike shine, but I hate paki more.",asian,1
"I dislike nigguh, but I hate paki more.",asian,1
"I dislike niger, but I hate paki more.",asian,1
"I dislike uncle tom, but I hate paki more.",asian,1
"I dislike niglet, but I hate paki more.",asian,1
"I dislike jig, but I hate paki more.",asian,1
"I dislike nignog, but I hate paki more.",asian,1
"I dislike jigaboo, but I hate paki more.",asian,1
"I dislike oreo, but I hate paki more.",asian,1
"I dislike jungle bunny, but I hate paki more.",asian,1
"I dislike uppity, but I hate paki more.",asian,1
"I dislike niggar, but I hate paki more.",asian,1
"I dislike sheboon, but I hate paki more.",asian,1
"I dislike burrhead, but I hate paki more.",asian,1
"I dislike jiggabo, but I hate paki more.",asian,1
"I dislike jigg, but I hate paki more.",asian,1
"I dislike spook, but I hate paki more.",asian,1
"I dislike abid, but I hate paki more.",asian,1
"I dislike spade, but I hate paki more.",asian,1
"I dislike darkie, but I hate banana more.",asian,1
"I dislike ape, but I hate banana more.",asian,1
"I dislike nigger, but I hate banana more.",asian,1
"I dislike nig, but I hate banana more.",asian,1
"I dislike black, but I hate banana more.",asian,1
"I dislike crow, but I hate banana more.",asian,1
"I dislike nigga, but I hate banana more.",asian,1
"I dislike niggah, but I hate banana more.",asian,1
"I dislike negro, but I hate banana more.",asian,1
"I dislike groid, but I hate banana more.",asian,1
"I dislike coon, but I hate banana more.",asian,1
"I dislike monkey, but I hate banana more.",asian,1
"I dislike shine, but I hate banana more.",asian,1
"I dislike nigguh, but I hate banana more.",asian,1
"I dislike niger, but I hate banana more.",asian,1
"I dislike uncle tom, but I hate banana more.",asian,1
"I dislike niglet, but I hate banana more.",asian,1
"I dislike jig, but I hate banana more.",asian,1
"I dislike nignog, but I hate banana more.",asian,1
"I dislike jigaboo, but I hate banana more.",asian,1
"I dislike oreo, but I hate banana more.",asian,1
"I dislike jungle bunny, but I hate banana more.",asian,1
"I dislike uppity, but I hate banana more.",asian,1
"I dislike niggar, but I hate banana more.",asian,1
"I dislike sheboon, but I hate banana more.",asian,1
"I dislike burrhead, but I hate banana more.",asian,1
"I dislike jiggabo, but I hate banana more.",asian,1
"I dislike jigg, but I hate banana more.",asian,1
"I dislike spook, but I hate banana more.",asian,1
"I dislike abid, but I hate banana more.",asian,1
"I dislike spade, but I hate banana more.",asian,1
"I dislike darkie, but I hate pancake more.",asian,1
"I dislike ape, but I hate pancake more.",asian,1
"I dislike nigger, but I hate pancake more.",asian,1
"I dislike nig, but I hate pancake more.",asian,1
"I dislike black, but I hate pancake more.",asian,1
"I dislike crow, but I hate pancake more.",asian,1
"I dislike nigga, but I hate pancake more.",asian,1
"I dislike niggah, but I hate pancake more.",asian,1
"I dislike negro, but I hate pancake more.",asian,1
"I dislike groid, but I hate pancake more.",asian,1
"I dislike coon, but I hate pancake more.",asian,1
"I dislike monkey, but I hate pancake more.",asian,1
"I dislike shine, but I hate pancake more.",asian,1
"I dislike nigguh, but I hate pancake more.",asian,1
"I dislike niger, but I hate pancake more.",asian,1
"I dislike uncle tom, but I hate pancake more.",asian,1
"I dislike niglet, but I hate pancake more.",asian,1
"I dislike jig, but I hate pancake more.",asian,1
"I dislike nignog, but I hate pancake more.",asian,1
"I dislike jigaboo, but I hate pancake more.",asian,1
"I dislike oreo, but I hate pancake more.",asian,1
"I dislike jungle bunny, but I hate pancake more.",asian,1
"I dislike uppity, but I hate pancake more.",asian,1
"I dislike niggar, but I hate pancake more.",asian,1
"I dislike sheboon, but I hate pancake more.",asian,1
"I dislike burrhead, but I hate pancake more.",asian,1
"I dislike jiggabo, but I hate pancake more.",asian,1
"I dislike jigg, but I hate pancake more.",asian,1
"I dislike spook, but I hate pancake more.",asian,1
"I dislike abid, but I hate pancake more.",asian,1
"I dislike spade, but I hate pancake more.",asian,1
"I dislike darkie, but I hate jap more.",asian,1
"I dislike ape, but I hate jap more.",asian,1
"I dislike nigger, but I hate jap more.",asian,1
"I dislike nig, but I hate jap more.",asian,1
"I dislike black, but I hate jap more.",asian,1
"I dislike crow, but I hate jap more.",asian,1
"I dislike nigga, but I hate jap more.",asian,1
"I dislike niggah, but I hate jap more.",asian,1
"I dislike negro, but I hate jap more.",asian,1
"I dislike groid, but I hate jap more.",asian,1
"I dislike coon, but I hate jap more.",asian,1
"I dislike monkey, but I hate jap more.",asian,1
"I dislike shine, but I hate jap more.",asian,1
"I dislike nigguh, but I hate jap more.",asian,1
"I dislike niger, but I hate jap more.",asian,1
"I dislike uncle tom, but I hate jap more.",asian,1
"I dislike niglet, but I hate jap more.",asian,1
"I dislike jig, but I hate jap more.",asian,1
"I dislike nignog, but I hate jap more.",asian,1
"I dislike jigaboo, but I hate jap more.",asian,1
"I dislike oreo, but I hate jap more.",asian,1
"I dislike jungle bunny, but I hate jap more.",asian,1
"I dislike uppity, but I hate jap more.",asian,1
"I dislike niggar, but I hate jap more.",asian,1
"I dislike sheboon, but I hate jap more.",asian,1
"I dislike burrhead, but I hate jap more.",asian,1
"I dislike jiggabo, but I hate jap more.",asian,1
"I dislike jigg, but I hate jap more.",asian,1
"I dislike spook, but I hate jap more.",asian,1
"I dislike abid, but I hate jap more.",asian,1
"I dislike spade, but I hate jap more.",asian,1
"I dislike darkie, but I hate japa more.",asian,1
"I dislike ape, but I hate japa more.",asian,1
"I dislike nigger, but I hate japa more.",asian,1
"I dislike nig, but I hate japa more.",asian,1
"I dislike black, but I hate japa more.",asian,1
"I dislike crow, but I hate japa more.",asian,1
"I dislike nigga, but I hate japa more.",asian,1
"I dislike niggah, but I hate japa more.",asian,1
"I dislike negro, but I hate japa more.",asian,1
"I dislike groid, but I hate japa more.",asian,1
"I dislike coon, but I hate japa more.",asian,1
"I dislike monkey, but I hate japa more.",asian,1
"I dislike shine, but I hate japa more.",asian,1
"I dislike nigguh, but I hate japa more.",asian,1
"I dislike niger, but I hate japa more.",asian,1
"I dislike uncle tom, but I hate japa more.",asian,1
"I dislike niglet, but I hate japa more.",asian,1
"I dislike jig, but I hate japa more.",asian,1
"I dislike nignog, but I hate japa more.",asian,1
"I dislike jigaboo, but I hate japa more.",asian,1
"I dislike oreo, but I hate japa more.",asian,1
"I dislike jungle bunny, but I hate japa more.",asian,1
"I dislike uppity, but I hate japa more.",asian,1
"I dislike niggar, but I hate japa more.",asian,1
"I dislike sheboon, but I hate japa more.",asian,1
"I dislike burrhead, but I hate japa more.",asian,1
"I dislike jiggabo, but I hate japa more.",asian,1
"I dislike jigg, but I hate japa more.",asian,1
"I dislike spook, but I hate japa more.",asian,1
"I dislike abid, but I hate japa more.",asian,1
"I dislike spade, but I hate japa more.",asian,1
"I dislike darkie, but I hate chinaman more.",asian,1
"I dislike ape, but I hate chinaman more.",asian,1
"I dislike nigger, but I hate chinaman more.",asian,1
"I dislike nig, but I hate chinaman more.",asian,1
"I dislike black, but I hate chinaman more.",asian,1
"I dislike crow, but I hate chinaman more.",asian,1
"I dislike nigga, but I hate chinaman more.",asian,1
"I dislike niggah, but I hate chinaman more.",asian,1
"I dislike negro, but I hate chinaman more.",asian,1
"I dislike groid, but I hate chinaman more.",asian,1
"I dislike coon, but I hate chinaman more.",asian,1
"I dislike monkey, but I hate chinaman more.",asian,1
"I dislike shine, but I hate chinaman more.",asian,1
"I dislike nigguh, but I hate chinaman more.",asian,1
"I dislike niger, but I hate chinaman more.",asian,1
"I dislike uncle tom, but I hate chinaman more.",asian,1
"I dislike niglet, but I hate chinaman more.",asian,1
"I dislike jig, but I hate chinaman more.",asian,1
"I dislike nignog, but I hate chinaman more.",asian,1
"I dislike jigaboo, but I hate chinaman more.",asian,1
"I dislike oreo, but I hate chinaman more.",asian,1
"I dislike jungle bunny, but I hate chinaman more.",asian,1
"I dislike uppity, but I hate chinaman more.",asian,1
"I dislike niggar, but I hate chinaman more.",asian,1
"I dislike sheboon, but I hate chinaman more.",asian,1
"I dislike burrhead, but I hate chinaman more.",asian,1
"I dislike jiggabo, but I hate chinaman more.",asian,1
"I dislike jigg, but I hate chinaman more.",asian,1
"I dislike spook, but I hate chinaman more.",asian,1
"I dislike abid, but I hate chinaman more.",asian,1
"I dislike spade, but I hate chinaman more.",asian,1
"I dislike darkie, but I hate abc more.",asian,1
"I dislike ape, but I hate abc more.",asian,1
"I dislike nigger, but I hate abc more.",asian,1
"I dislike nig, but I hate abc more.",asian,1
"I dislike black, but I hate abc more.",asian,1
"I dislike crow, but I hate abc more.",asian,1
"I dislike nigga, but I hate abc more.",asian,1
"I dislike niggah, but I hate abc more.",asian,1
"I dislike negro, but I hate abc more.",asian,1
"I dislike groid, but I hate abc more.",asian,1
"I dislike coon, but I hate abc more.",asian,1
"I dislike monkey, but I hate abc more.",asian,1
"I dislike shine, but I hate abc more.",asian,1
"I dislike nigguh, but I hate abc more.",asian,1
"I dislike niger, but I hate abc more.",asian,1
"I dislike uncle tom, but I hate abc more.",asian,1
"I dislike niglet, but I hate abc more.",asian,1
"I dislike jig, but I hate abc more.",asian,1
"I dislike nignog, but I hate abc more.",asian,1
"I dislike jigaboo, but I hate abc more.",asian,1
"I dislike oreo, but I hate abc more.",asian,1
"I dislike jungle bunny, but I hate abc more.",asian,1
"I dislike uppity, but I hate abc more.",asian,1
"I dislike niggar, but I hate abc more.",asian,1
"I dislike sheboon, but I hate abc more.",asian,1
"I dislike burrhead, but I hate abc more.",asian,1
"I dislike jiggabo, but I hate abc more.",asian,1
"I dislike jigg, but I hate abc more.",asian,1
"I dislike spook, but I hate abc more.",asian,1
"I dislike abid, but I hate abc more.",asian,1
"I dislike spade, but I hate abc more.",asian,1
"I dislike people who are jewish, but I hate people who are asian more.",asian,1
"I dislike ike, but I hate chink more.",asian,1
"I dislike abe, but I hate chink more.",asian,1
"I dislike abie, but I hate chink more.",asian,1
"I dislike kike, but I hate chink more.",asian,1
"I dislike ike, but I hate paki more.",asian,1
"I dislike abe, but I hate paki more.",asian,1
"I dislike abie, but I hate paki more.",asian,1
"I dislike kike, but I hate paki more.",asian,1
"I dislike ike, but I hate banana more.",asian,1
"I dislike abe, but I hate banana more.",asian,1
"I dislike abie, but I hate banana more.",asian,1
"I dislike kike, but I hate banana more.",asian,1
"I dislike ike, but I hate pancake more.",asian,1
"I dislike abe, but I hate pancake more.",asian,1
"I dislike abie, but I hate pancake more.",asian,1
"I dislike kike, but I hate pancake more.",asian,1
"I dislike ike, but I hate jap more.",asian,1
"I dislike abe, but I hate jap more.",asian,1
"I dislike abie, but I hate jap more.",asian,1
"I dislike kike, but I hate jap more.",asian,1
"I dislike ike, but I hate japa more.",asian,1
"I dislike abe, but I hate japa more.",asian,1
"I dislike abie, but I hate japa more.",asian,1
"I dislike kike, but I hate japa more.",asian,1
"I dislike ike, but I hate chinaman more.",asian,1
"I dislike abe, but I hate chinaman more.",asian,1
"I dislike abie, but I hate chinaman more.",asian,1
"I dislike kike, but I hate chinaman more.",asian,1
"I dislike ike, but I hate abc more.",asian,1
"I dislike abe, but I hate abc more.",asian,1
"I dislike abie, but I hate abc more.",asian,1
"I dislike kike, but I hate abc more.",asian,1
"I dislike people who are muslim, but I hate people who are asian more.",asian,1
"I dislike terrorist, but I hate chink more.",asian,1
"I dislike kto, but I hate chink more.",asian,1
"I dislike nere, but I hate chink more.",asian,1
"I dislike osama, but I hate chink more.",asian,1
"I dislike muzzie, but I hate chink more.",asian,1
"I dislike terrorist, but I hate paki more.",asian,1
"I dislike kto, but I hate paki more.",asian,1
"I dislike nere, but I hate paki more.",asian,1
"I dislike osama, but I hate paki more.",asian,1
"I dislike muzzie, but I hate paki more.",asian,1
"I dislike terrorist, but I hate banana more.",asian,1
"I dislike kto, but I hate banana more.",asian,1
"I dislike nere, but I hate banana more.",asian,1
"I dislike osama, but I hate banana more.",asian,1
"I dislike muzzie, but I hate banana more.",asian,1
"I dislike terrorist, but I hate pancake more.",asian,1
"I dislike kto, but I hate pancake more.",asian,1
"I dislike nere, but I hate pancake more.",asian,1
"I dislike osama, but I hate pancake more.",asian,1
"I dislike muzzie, but I hate pancake more.",asian,1
"I dislike terrorist, but I hate jap more.",asian,1
"I dislike kto, but I hate jap more.",asian,1
"I dislike nere, but I hate jap more.",asian,1
"I dislike osama, but I hate jap more.",asian,1
"I dislike muzzie, but I hate jap more.",asian,1
"I dislike terrorist, but I hate japa more.",asian,1
"I dislike kto, but I hate japa more.",asian,1
"I dislike nere, but I hate japa more.",asian,1
"I dislike osama, but I hate japa more.",asian,1
"I dislike muzzie, but I hate japa more.",asian,1
"I dislike terrorist, but I hate chinaman more.",asian,1
"I dislike kto, but I hate chinaman more.",asian,1
"I dislike nere, but I hate chinaman more.",asian,1
"I dislike osama, but I hate chinaman more.",asian,1
"I dislike muzzie, but I hate chinaman more.",asian,1
"I dislike terrorist, but I hate abc more.",asian,1
"I dislike kto, but I hate abc more.",asian,1
"I dislike nere, but I hate abc more.",asian,1
"I dislike osama, but I hate abc more.",asian,1
"I dislike muzzie, but I hate abc more.",asian,1
"I dislike people who are women, but I hate people who are asian more.",asian,1
"I dislike hoe, but I hate chink more.",asian,1
"I dislike bitch, but I hate chink more.",asian,1
"I dislike whore, but I hate chink more.",asian,1
"I dislike slut, but I hate chink more.",asian,1
"I dislike cunt, but I hate chink more.",asian,1
"I dislike baby mama, but I hate chink more.",asian,1
"I dislike hag, but I hate chink more.",asian,1
"I dislike gold digger, but I hate chink more.",asian,1
"I dislike feminazi, but I hate chink more.",asian,1
"I dislike moll, but I hate chink more.",asian,1
"I dislike bimbo, but I hate chink more.",asian,1
"I dislike twat, but I hate chink more.",asian,1
"I dislike hoe, but I hate paki more.",asian,1
"I dislike bitch, but I hate paki more.",asian,1
"I dislike whore, but I hate paki more.",asian,1
"I dislike slut, but I hate paki more.",asian,1
"I dislike cunt, but I hate paki more.",asian,1
"I dislike baby mama, but I hate paki more.",asian,1
"I dislike hag, but I hate paki more.",asian,1
"I dislike gold digger, but I hate paki more.",asian,1
"I dislike feminazi, but I hate paki more.",asian,1
"I dislike moll, but I hate paki more.",asian,1
"I dislike bimbo, but I hate paki more.",asian,1
"I dislike twat, but I hate paki more.",asian,1
"I dislike hoe, but I hate banana more.",asian,1
"I dislike bitch, but I hate banana more.",asian,1
"I dislike whore, but I hate banana more.",asian,1
"I dislike slut, but I hate banana more.",asian,1
"I dislike cunt, but I hate banana more.",asian,1
"I dislike baby mama, but I hate banana more.",asian,1
"I dislike hag, but I hate banana more.",asian,1
"I dislike gold digger, but I hate banana more.",asian,1
"I dislike feminazi, but I hate banana more.",asian,1
"I dislike moll, but I hate banana more.",asian,1
"I dislike bimbo, but I hate banana more.",asian,1
"I dislike twat, but I hate banana more.",asian,1
"I dislike hoe, but I hate pancake more.",asian,1
"I dislike bitch, but I hate pancake more.",asian,1
"I dislike whore, but I hate pancake more.",asian,1
"I dislike slut, but I hate pancake more.",asian,1
"I dislike cunt, but I hate pancake more.",asian,1
"I dislike baby mama, but I hate pancake more.",asian,1
"I dislike hag, but I hate pancake more.",asian,1
"I dislike gold digger, but I hate pancake more.",asian,1
"I dislike feminazi, but I hate pancake more.",asian,1
"I dislike moll, but I hate pancake more.",asian,1
"I dislike bimbo, but I hate pancake more.",asian,1
"I dislike twat, but I hate pancake more.",asian,1
"I dislike hoe, but I hate jap more.",asian,1
"I dislike bitch, but I hate jap more.",asian,1
"I dislike whore, but I hate jap more.",asian,1
"I dislike slut, but I hate jap more.",asian,1
"I dislike cunt, but I hate jap more.",asian,1
"I dislike baby mama, but I hate jap more.",asian,1
"I dislike hag, but I hate jap more.",asian,1
"I dislike gold digger, but I hate jap more.",asian,1
"I dislike feminazi, but I hate jap more.",asian,1
"I dislike moll, but I hate jap more.",asian,1
"I dislike bimbo, but I hate jap more.",asian,1
"I dislike twat, but I hate jap more.",asian,1
"I dislike hoe, but I hate japa more.",asian,1
"I dislike bitch, but I hate japa more.",asian,1
"I dislike whore, but I hate japa more.",asian,1
"I dislike slut, but I hate japa more.",asian,1
"I dislike cunt, but I hate japa more.",asian,1
"I dislike baby mama, but I hate japa more.",asian,1
"I dislike hag, but I hate japa more.",asian,1
"I dislike gold digger, but I hate japa more.",asian,1
"I dislike feminazi, but I hate japa more.",asian,1
"I dislike moll, but I hate japa more.",asian,1
"I dislike bimbo, but I hate japa more.",asian,1
"I dislike twat, but I hate japa more.",asian,1
"I dislike hoe, but I hate chinaman more.",asian,1
"I dislike bitch, but I hate chinaman more.",asian,1
"I dislike whore, but I hate chinaman more.",asian,1
"I dislike slut, but I hate chinaman more.",asian,1
"I dislike cunt, but I hate chinaman more.",asian,1
"I dislike baby mama, but I hate chinaman more.",asian,1
"I dislike hag, but I hate chinaman more.",asian,1
"I dislike gold digger, but I hate chinaman more.",asian,1
"I dislike feminazi, but I hate chinaman more.",asian,1
"I dislike moll, but I hate chinaman more.",asian,1
"I dislike bimbo, but I hate chinaman more.",asian,1
"I dislike twat, but I hate chinaman more.",asian,1
"I dislike hoe, but I hate abc more.",asian,1
"I dislike bitch, but I hate abc more.",asian,1
